id;Nome;Partido;Estado;Legislatura
73764;ABELARDO LUPION;PFL;PR;51
73886;ADÃO PRETTO;PT;RS;51
74328;ADAUTO PEREIRA;PFL;PB;51
74524;ADELSON RIBEIRO;PSC;SE;51
74645;ADEMIR LUCAS;PSDB;MG;51
74450;ADOLFO MARINHO;PSDB;CE;51
73996;ADROALDO STRECK;PSDB;RS;51
74646;AÉCIO NEVES;PSDB;MG;51
73765;AFFONSO CAMARGO;PSDB;PR;51
74358;AGNALDO MUNIZ;PPS;RO;51
73654;AGNELO QUEIROZ;PCdoB;DF;51
74340;AIRTON CASCAVEL;PPS;RR;51
73888;AIRTON DIPP;PDT;RS;51
73457;AIRTON ROVEDA;PTB;PR;51
74440;ALBÉRICO CORDEIRO;PTB;AL;51
74018;ALBÉRICO FILHO;PMDB;MA;51
73579;ALBERTO FRAGA;PMDB;DF;51
73427;ALBERTO GOLDMAN;PSDB;SP;51
74696;ALBERTO MOURÃO;PMDB;SP;51
73979;ALCESTE ALMEIDA;PL*;RR;51
73477;ALCEU COLLARES;PDT;RS;51
74014;ALCIONE ATHAYDE;PSB;RJ;51
74828;ALDIR CABRAL;PFL;RJ;51
73662;ALDO ARANTES;PCdoB;GO;51
73428;ALDO REBELO;PCdoB;SP;51
73458;ALEX CANZIANI;PTB;PR;51
74829;ALEXANDRE CARDOSO;PSB;RJ;51
74830;ALEXANDRE SANTOS;PSDB;RJ;51
74451;ALMEIDA DE JESUS;PL*;CE;51
74675;ALMERINDA DE CARVALHO;PSB;RJ;51
74341;ALMIR SÁ;PPB;RR;51
74697;ALOIZIO MERCADANTE;PT;SP;51
73581;ALOÍZIO SANTOS;PSDB;ES;51
73430;ALOYSIO NUNES FERREIRA;PSDB;SP;51
74404;ALVARO GAUDENCIO NETO;PFL;PB;51
74248;ANA CATARINA;PMDB;RN;51
73686;ANA CORSO;PT;RS;51
74698;ANDRÉ BENASSI;PSDB;SP;51
74471;ANDRÉ DE PAULA;PFL;PE;51
74699;ANGELA GUADAGNIN;PT;SP;51
74212;ANÍBAL GOMES;PMDB;CE;51
74072;ANIVALDO VALE;PSDB;PA;51
74452;ANTONIO CAMBRAIA;PSDB;CE;51
73492;ANTONIO CARLOS BISCAIA;PT;RJ;51
73468;ANTÔNIO CARLOS KONDER REIS;PFL;SC;51
73584;ANTONIO CARLOS MENDES THAME;PSDB;SP;51
73431;ANTONIO CARLOS PANNUNZIO;PSDB;SP;51
73817;ANTONIO CRUZ;PTB;MS;51
74647;ANTÔNIO DO VALLE;PMDB;MG;51
73987;ANTONIO FEIJÃO;PSDB;AP;51
74415;ANTÔNIO GERALDO;PFL;PE;51
73646;ANTÔNIO JOAQUIM;PSDB;MT;51
74194;ANTONIO JOAQUIM ARAÚJO;PPB;MA;51
74186;ANTÔNIO JORGE;PTB;TO;51
73589;ANTÔNIO JOSÉ MOTA;PMDB;CE;51
73432;ANTONIO KANDIR;PSDB;SP;51
74701;ANTONIO PALOCCI;PT;SP;51
74648;ARACELY DE PAULA;PFL;MG;51
74103;ARIOSTO HOLANDA;PSDB;CE;51
73681;ARISTON ANDRADE;PFL;BA;51
73433;ARLINDO CHINAGLIA;PT;SP;51
74217;ARLINDO VARGAS;PTB;RS;51
74405;ARMANDO ABÍLIO;PSDB;PB;51
74472;ARMANDO MONTEIRO;PMDB;PE;51
73434;ARNALDO FARIA DE SÁ;PTB;SP;51
73993;ARNALDO MADEIRA;PSDB;SP;51
74291;ARNON BEZERRA;PSDB;CE;51
74833;AROLDE DE OLIVEIRA;PFL;RJ;51
74534;AROLDO CEDRAZ;PFL;BA;51
