id;Nome;Partido;Estado;Legislatura
74570;JUTAHY JUNIOR;PSDB;BA;52
73592;KÁTIA ABREU;PFL;TO;52
74396;KELLY MORAES;PTB;RS;52
74742;LAEL VARELLA;PFL;MG;52
74856;LAURA CARNEIRO;PFL;RJ;52
74463;LAVOISIER MAIA;PSB;RN;52
74367;LEANDRO VILELA;PMDB;GO;52
74455;LÉO ALCÂNTARA;PSDB;CE;52
73473;LEODEGAR TISCOSKI;PP**;SC;52
74155;LEONARDO MATTOS;PV;MG;52
74156;LEONARDO MONTEIRO;PT;MG;52
74254;LEONARDO PICCIANI;PMDB;RJ;52
74368;LEONARDO VILELA;PSDB;GO;52
74299;LEÔNIDAS CRISTINO;PPS;CE;52
74585;LINCOLN PORTELA;PR;MG;52
74858;LINDBERG FARIAS;PT;RJ;52
74800;LINO ROSSI;PP**;MT;52
74277;LOBBE NETO;PSDB;SP;52
73474;LUCI CHOINACKI;PT;SC;52
65987;LÚCIA BRAGA;PMDB;PB;52
74397;LUCIANA GENRO;PSOL;RS;52
73982;LUCIANO CASTRO;PR;RR;52
74028;LUCIANO LEITOA;PSB;MA;52
73545;LUCIANO ZICA;PT;SP;52
73483;LUIS CARLOS HEINZE;PP**;RS;52
74133;LUIZ ALBERTO;PT;BA;52
74059;LUIZ BASSUMA;PT;BA;52
74810;LUIZ BITTENCOURT;PMDB;GO;52
73778;LUIZ CARLOS HAULY;PSDB;PR;52
73546;LUIZ CARLOS SANTOS;PFL;SP;52
74142;LUIZ CARREIRA;PFL;BA;52
74041;LUIZ COUTO;PT;PB;52
74521;LUIZ DANTAS;PTB;AL;52
74137;LUIZ EDUARDO GREENHALGH;PT;SP;52
74427;LUIZ PIAUHYLINO;PDT;PE;52
141337;LUIZ ROCHA FILHO;PSDB;MA;52
74486;LUIZ ROGERIO;PSB;RJ;52
74688;LUIZ SÉRGIO;PT;RJ;52
74784;LUIZA ERUNDINA;PSB;SP;52
73936;LUPÉRCIO RAMOS;PMDB;AM;52
74163;MANATO;PDT;ES;52
74288;MANINHA;PSOL;DF;52
74456;MANOEL SALVIANO;PSDB;CE;52
74164;MARCELINO FRAGA;PMDB;ES;52
74157;MARCELLO SIQUEIRA;PMDB;MG;52
73548;MARCELO BARBIERI;PMDB;SP;52
74460;MARCELO CASTRO;PMDB;PI;52
74143;MARCELO GUIMARÃES FILHO;PFL;BA;52
74278;MARCELO ORTIZ;PV;SP;52
74300;MARCELO TEIXEIRA;PSDB;CE;52
74860;MÁRCIO FORTES;PSDB;RJ;52
74744;MÁRCIO REINALDO MOREIRA;PP**;MG;52
133373;MARCO MAIA;PT;RS;52
74470;MARCONDES GADELHA;PSB;PB;52
74279;MARCOS ABRAMO;PP**;SP;52
74479;MARCOS DE JESUS;S.PART.;PE;52
74235;MARCUS VICENTE;PTB;ES;52
74586;MARIA DO CARMO LARA;PT;MG;52
74398;MARIA DO ROSÁRIO;PT;RS;52
64960;MARIA HELENA;PSB;RR;52
74255;MARIA LUCIA;PMDB;RJ;52
74587;MARIA LÚCIA CARDOSO;PMDB;MG;52
74485;MARIÂNGELA DUARTE;PT;SP;52
74177;MARINHA RAUPP;PMDB;RO;52
74329;MÁRIO ASSAD JÚNIOR;PSB;MG;52
74158;MÁRIO HERINGER;PDT;MG;52
74635;MÁRIO NEGROMONTE;PP**;BA;52
74050;MAURÍCIO QUINTELLA LESSA;PR;AL;52
73947;MAURÍCIO RABELO;PR;TO;52
74045;MAURÍCIO RANDS;PT;PE;52
73588;MAURO BENEVIDES;PMDB;CE;52
74749;MAURO LOPES;PMDB;MG;52
74389;MAURO PASSOS;PT;SC;52
73780;MAX ROSENMANN;PMDB;PR;52
74786;MEDEIROS;PR;SP;52
73904;MENDES RIBEIRO FILHO;PMDB;RS;52
74056;MENDONÇA PRADO;PFL;SE;52
73552;MICHEL TEMER;PMDB;SP;52
65511;MIGUEL ARRAES;PSB;PE;52
73939;MIGUEL DE SOUZA;PR;RO;52
74337;MILTON BARBOSA;PSC;BA;52
74483;MILTON CARDIAS;PTB;RS;52
74787;MILTON MONTI;PR;SP;52
74690;MIRIAM REID;PSB;RJ;52
74862;MIRO TEIXEIRA;PDT;RJ;52
74238;MOACIR MICHELETTO;PMDB;PR;52
73984;MOISÉS LIPNIK;PDT;RR;52
74034;MORAES SOUZA;PMDB;PI;52
74863;MOREIRA FRANCO;PMDB;RJ;52
74457;MORONI TORGAN;PFL;CE;52
74464;MÚCIO SÁ;PSB;RN;52
74375;MURILO ZAUITH;PFL;MS;52
74318;MUSSA DEMES;PFL;PI;52
74108;NARCIO RODRIGUES;PSDB;MG;52
73499;NARCISO MENDES;PP**;AC;52
133372;NATAN DONADON;PMDB;RO;52
74491;NAZARENO FONTELES;PT;PI;52
74225;NEIVA MOREIRA;PDT;MA;52
74038;NÉLIO DIAS;PP**;RN;52
73416;NELSON BORNIER;PMDB;RJ;52
160567;NELSON MARCHEZAN JÚNIOR;PSDB;RS;52
73553;NELSON MARQUEZELLI;PTB;SP;52
73781;NELSON MEURER;PP**;PR;52
74571;NELSON PELLEGRINO;PT;BA;52
73907;NELSON PROENÇA;PPS;RS;52
73761;NELSON TRAD;PMDB;MS;52
74165;NEUCIMAR FRAGA;PR;ES;52
74790;NEUTON LIMA;PTB;SP;52
74327;NEY LOPES;PFL;RN;52
74369;NEYDE APARECIDA;PT;GO;52
74447;NICE LOBÃO;PFL;MA;52
74080;NICIAS RIBEIRO;PSDB;PA;52
74365;NILSON MOURÃO;PT;AC;52
74352;NILSON PINTO;PSDB;PA;52
74776;NILTON BAIANO;PP**;ES;52
74359;NILTON CAPIXABA;PTB;RO;52
74159;ODAIR CUNHA;PT;MG;52
74752;ODELMO LEÃO;PP**;MG;52
73782;ODÍLIO BALBINOTTI;PMDB;PR;52
74005;OLAVO CALHEIROS;PMDB;AL;52
73464;OLIVEIRA FILHO;PR;PR;52
74399;ONYX LORENZONI;PFL;RS;52
73684;ORLANDO DESCONSI;PT;RS;52
73603;ORLANDO FANTAZZINI;PSOL;SP;52
74753;OSMÂNIO PEREIRA;PTB;MG;52
73463;OSMAR SERRAGLIO;PMDB;PR;52
73692;OSMAR TERRA;PMDB;RS;52
73660;OSÓRIO ADRIANO;PFL;DF;52
73909;OSVALDO BIOLCHI;PMDB;RS;52
74430;OSVALDO COELHO;PFL;PE;52
74191;OSVALDO REIS;PMDB;TO;52
74319;PAES LANDIM;PTB;PI;52
74444;PASTOR AMARILDO;PSC;TO;52
74046;PASTOR FRANCISCO OLÍMPIO;PSB;PE;52
73921;PASTOR FRANKEMBERGEN;PTB;RR;52
74032;PASTOR PEDRO RIBEIRO;PMDB;CE;52
62926;PASTOR REINALDO;PTB;RS;52
74160;PATRUS ANANIAS;PT;MG;52
74095;PAUDERNEY AVELINO;PFL;AM;52
74390;PAULO AFONSO;PMDB;SC;52
74692;PAULO BALTAZAR;PSB;RJ;52
73882;PAULO BAUER;PSDB;SC;52
73784;PAULO BERNARDO;PT;PR;52
74754;PAULO DELGADO;PT;MG;52
74017;PAULO FEIJÓ;PSDB;RJ;52
73485;PAULO GOUVÊA;PR;RS;52
74791;PAULO KOBAYASHI;PSDB;SP;52
73555;PAULO LIMA;PMDB;SP;52
74574;PAULO MAGALHÃES;PFL;BA;52
74448;PAULO MARINHO;PL*;MA;52
74400;PAULO PIMENTA;PT;RS;52
73612;PAULO RATTES;PSB;RJ;52
74082;PAULO ROCHA;PT;PA;52
74047;PAULO RUBEM SANTIAGO;PT;PE;52
73672;PEDRO CANEDO;PP**;GO;52
74812;PEDRO CHAVES;PMDB;GO;52
74431;PEDRO CORRÊA;PP**;PE;52
74449;PEDRO FERNANDES;PTB;MA;52
74111;PEDRO HENRY;PP**;MT;52
74637;PEDRO IRUJO;PMDB;BA;52
74207;PEDRO NOVAIS;PMDB;MA;52
73455;PEDRO PEDROSSIAN;PP**;MS;52
73943;PERPÉTUA ALMEIDA;PCdoB;AC;52
74756;PHILEMON RODRIGUES;PTB;PB;52
74304;PINHEIRO LANDIM;S.PART.;CE;52
73486;POMPEO DE MATTOS;PDT;RS;52
74280;PROFESSOR IRAPUAN TEIXEIRA;PP**;SP;52
74792;PROFESSOR LUIZINHO;PT;SP;52
74370;PROFESSORA RAQUEL TEIXEIRA;PSDB;GO;52
74035;PROMOTOR AFONSO GIL;PDT;PI;52
74590;RAFAEL GUERRA;PSDB;MG;52
74216;RAIMUNDO GOMES DE MATOS;PSDB;CE;52
74084;RAIMUNDO SANTOS;PR;PA;52
74048;RAUL JUNGMANN;PPS;PE;52
73574;REGINALDO GERMANO;PP**;BA;52
74161;REGINALDO LOPES;PT;MG;52
74256;REINALDO BETÃO;PR;RJ;52
73693;REINALDO GRIPP;PR;RJ;52
73786;REINHOLD STEPHANES;PMDB;PR;52
74208;REMI TRINTA;PR;MA;52
74166;RENATO CASAGRANDE;PSB;ES;52
74257;RENATO COZZOLINO;PDT;RJ;52
73801;RENILDO CALHEIROS;PCdoB;PE;52
73788;RICARDO BARROS;PP**;PR;52
74793;RICARDO BERZOINI;PT;SP;52
74557;RICARDO FIUZA;PP**;PE;52
73557;RICARDO IZAR;PTB;SP;52
74023;RICARDO RIQUE;PR;PB;52
140241;RICARDO SANTOS;PSDB;ES;52
73490;RICARTE DE FREITAS;PTB;MT;52
64224;ROBÉRIO NUNES;PFL;BA;52
73674;ROBERTO BALESTRA;PP**;GO;52
74758;ROBERTO BRANT;PFL;MG;52
73805;ROBERTO FREIRE;PPS;PE;52
74281;ROBERTO GOUVEIA;PT;SP;52
73420;ROBERTO JEFFERSON;PTB;RJ;52
74433;ROBERTO MAGALHÃES;PFL;PE;52
74305;ROBERTO PESSOA;PL*;CE;52
73558;ROBSON TUMA;PFL;SP;52
74693;RODRIGO MAIA;PFL;RJ;52
73651;ROGÉRIO SILVA;PPS;MT;52
74051;ROGÉRIO TEÓFILO;PPS;AL;52
74640;ROLAND LAVIGNE;PSDB;BA;52
74759;ROMEL ANIZIO;PP**;MG;52
74591;ROMEU QUEIROZ;PTB;MG;52
74306;ROMMEL FEIJÓ;PTB;CE;52
74813;RONALDO CAIADO;PFL;GO;52
73421;RONALDO CEZAR COELHO;PSDB;RJ;52
74042;RONALDO CUNHA LIMA;PSDB;PB;52
73948;RONALDO DIMAS;PSDB;TO;52
74592;RONALDO VASCONCELLOS;PTB;MG;52
74184;RONIVON SANTIAGO;PP**;AC;52
73507;ROSE DE FREITAS;PMDB;ES;52
74371;RUBENS OTONI;PT;GO;52
74482;RUBINELLI;PT;SP;52
74434;SALATIEL CARVALHO;PFL;PE;52
73559;SALVADOR ZIMBALDI;PSB;SP;52
74384;SAMEK;PT;PR;52
74372;SANDES JÚNIOR;PP**;GO;52
74039;SANDRA ROSADO;PSB;RN;52
73676;SANDRO MABEL;PR;GO;52
74258;SANDRO MATOS;PR;RJ;52
74762;SARAIVA FELIPE;PMDB;MG;52
74210;SARNEY FILHO;PV;MA;52
74211;SEBASTIÃO MADEIRA;PSDB;MA;52
74403;SELMA SCHONS;PT;PR;52
73885;SERAFIM VENZON;PSDB;SC;52
74533;SÉRGIO BARRADAS CARNEIRO;PT;BA;52
74497;SÉRGIO CAIADO;PP**;GO;52
74360;SÉRGIO CARVALHO;PSDB;RO;52
