id;Nome;Partido;Estado;Legislatura
141522;SABINO CASTELO BRANCO;PTB;AM;53
160520;SALLES;DEM;SP;53
74372;SANDES JÚNIOR;PP**;GO;53
74039;SANDRA ROSADO;PSB;RN;53
73676;SANDRO MABEL;PR;GO;53
74258;SANDRO MATOS;PR;RJ;53
74762;SARAIVA FELIPE;PMDB;MG;53
74210;SARNEY FILHO;PV;MA;53
149293;SATURNINO MASSON;PSDB;MT;53
141539;SEBASTIÃO BALA ROCHA;PDT;AP;53
74211;SEBASTIÃO MADEIRA;PSDB;MA;53
74533;SÉRGIO BARRADAS CARNEIRO;PT;BA;53
73808;SÉRGIO BRITO;PSC;BA;53
141542;SÉRGIO MORAES;PTB;RS;53
141541;SERGIO PETECÃO;PMN;AC;53
74641;SEVERIANO ALVES;PMDB;BA;53
73718;SIGMARINGA SEIXAS;PT;DF;53
74765;SILAS BRASILEIRO;PMDB;MG;53
74356;SILAS CÂMARA;PSC;AM;53
141545;SILVINHO PECCIOLI;DEM;SP;53
4930;SILVIO COSTA;PTB;PE;53
73998;SILVIO LOPES;PSDB;RJ;53
73560;SILVIO TORRES;PSDB;SP;53
73424;SIMÃO SESSIM;PP**;RJ;53
141547;SOLANGE ALMEIDA;PMDB;RJ;53
141546;SOLANGE AMARAL;DEM;RJ;53
141548;SUELI VIDIGAL;PDT;ES;53
141549;SUELY;PR;RJ;53
74806;TADEU FILIPPELLI;PMDB;DF;53
74385;TAKAYAMA;PSC;PR;53
73577;TARCÍSIO ZIMMERMANN;PT;RS;53
74289;TATICO;PTB;GO;53
73561;TELMA DE SOUZA;PT;SP;53
74286;THELMA DE OLIVEIRA;PSDB;MT;53
74461;THEMÍSTOCLES SAMPAIO;PMDB;PI;53
141382;TONHA MAGALHÃES;PR;BA;53
73809;ULDURICO PINTO;PHS;BA;53
141551;URZENI ROCHA;PSDB;RR;53
73564;VADÃO GOMES;PP**;SP;53
141384;VALADARES FILHO;PSB;SE;53
73565;VALDEMAR COSTA NETO;PR;SP;53
74010;VALDIR COLATTO;PMDB;SC;53
141552;VALTENIR PEREIRA;PSB;MT;53
74376;VANDER LOUBET;PT;MS;53
141553;VANDERLEI MACRIS;PSDB;SP;53
74357;VANESSA GRAZZIOTIN;PCdoB;AM;53
141524;VELOSO;PMDB;BA;53
74087;VIC PIRES FRANCO;DEM;PA;53
74308;VICENTE ARRUDA;PR;CE;53
159258;VICENTE SELISTRE;PSB;RS;53
74283;VICENTINHO;PT;SP;53
141554;VICENTINHO ALVES;PR;TO;53
159257;VIEGAS;PSDB;PB;53
141400;VIEIRA DA CUNHA;PDT;RS;53
74391;VIGNATTI;PT;SC;53
141870;VILSON COVATTI;PP**;RS;53
141555;VINICIUS CARVALHO;PTdoB;RJ;53
74593;VIRGÍLIO GUIMARÃES;PT;MG;53
141556;VITAL DO RÊGO FILHO;PMDB;PB;53
141557;VITOR PENIDO;DEM;MG;53
73456;WALDEMIR MOKA;PMDB;MS;53
141558;WALDIR MARANHÃO;PP**;MA;53
141559;WALDIR NEVES;PSDB;MS;53
148295;WALTER BRITO NETO;PRB;PB;53
74284;WALTER FELDMAN;PSDB;SP;53
141560;WALTER IHOSHI;DEM;SP;53
74218;WALTER PINHEIRO;PT;BA;53
141561;WANDENKOLK GONÇALVES;PSDB;PA;53
74490;WASHINGTON LUIZ;PT;MA;53
74481;WASNY DE ROURE;PT;DF;53
73653;WELLINGTON FAGUNDES;PR;MT;53
74043;WELLINGTON ROBERTO;PR;PB;53
141563;WILLIAM WOO;PPS;SP;53
74414;WILSON BRAGA;PMDB;PB;53
154996;WILSON PICLER;PDT;PR;53
74044;WILSON SANTIAGO;PMDB;PB;53
73930;WLADIMIR COSTA;PMDB;PA;53
74439;WOLNEY QUEIROZ;PDT;PE;53
73931;ZÉ GERALDO;PT;PA;53
74309;ZÉ GERARDO;PMDB;CE;53
152607;ZÉ VIEIRA;PR;MA;53
74354;ZENALDO COUTINHO;PSDB;PA;53
73933;ZEQUINHA MARINHO;PSC;PA;53
74145;ZEZÉU RIBEIRO;PT;BA;53
74392;ZONTA;PP**;SC;53
